X,Y,neighborhood_id,neighborhood_name,device_serial,device_connectedto,device_address,device_lat,device_long,device_tags,etl_updatedtimestamp,is_current,org1,org2,inside_outside,landmark,ObjectId
-7911026.54562431,5208426.65261463,N_601230550253965256,Strand Theatre - Internal,Q2KD-4CVV-PPU5,Strand_Orchestra lobby_AP3,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958, Inside ,2023/06/12 07:56:29+00,1,,,Inside,,84
-7911026.54562431,5208426.65261463,N_601230550253965256,Strand Theatre - Internal,Q2KD-JUWB-SVBB,Strand_Camera room theatre wall ,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958, Inside ,2023/06/12 07:56:29+00,1,,,Inside,,85
-7911026.54562431,5208426.65261463,N_601230550253965256,Strand Theatre - Internal,Q2KD-363A-MRZV,Strand_Camera room office left,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958, Inside ,2023/06/12 07:56:29+00,1,,,Inside,,86
-7911026.54562431,5208426.65261463,N_601230550253965256,Strand Theatre - Internal,Q2KD-6HAC-QJAE,Strand_Orchestra lobby_AP2,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958, Inside ,2023/06/12 07:56:29+00,1,,,Inside,,87
-7911026.54562431,5208426.65261463,N_601230550253965256,Strand Theatre - Internal,Q2KD-T5KV-QQRN,Strand_Stage Right ,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958, Inside ,2023/06/12 07:56:29+00,1,,,Inside,,88
-7911026.54562431,5208426.65261463,N_601230550253965256,Strand Theatre - Internal,Q2KD-V49N-RSA2,Strand_Orchestra lobby_AP1,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958, Inside ,2023/06/12 07:56:29+00,1,,,Inside,,89
-7911905.79471037,5206870.06566328,N_568579452955534204,Dorchester,Q2CK-GMBW-WDLD,DOT-HOLLAND-AP1,"85 Olney St., Dorchester, MA",42.3056181301162,-71.0738590190213, BCYF Holland-Comm-Center Outside ,2023/06/12 07:56:10+00,1,BCYF,,Outside,Holland Comm Center,90
-7910280.65980598,5205720.29651539,N_568579452955534204,Dorchester,Q2CK-NE73-ZSQB,DOT-BPDC11-AP1,"40 Gibson st, Dorchester, ma",42.2979790301264,-71.0592601837876, recently-added ,2023/06/12 07:56:10+00,1,,,,,91
-7910723.20873405,5208784.59637099,N_568579452955534204,Dorchester,Q2CK-ZRF5-JNQU,DOT-BFD21-AP1,"641 Columbia Rd., Dorchester, MA",42.3183362717841,-71.0632356684482, BFD Engine-21 Outside ,2023/06/12 07:56:10+00,1,BFD,,Outside,Engine 21,92
,,N_568579452955538316,Hyde Park,Q2CK-KB3U-MCEQ,,,,, recently-added ,2023/06/12 07:56:12+00,1,,,,,93
-7912356.6389058,5210582.18137717,N_579275502070532581,Roxbury,Q2CK-VQ39-UL8G,ROX-ORCHARD-AP3,"906 Albany St., Roxbury, MA",42.330275209131,-71.0779090213365, BPS Orchard-Garden-School Outside ,2023/06/12 07:56:15+00,1,BPS,,Outside,Orchard Garden School,94
-7912153.10721875,5207163.39538306,N_579275502070532581,Roxbury,Q2CK-64RA-6G66,ROX-FREDERICK-AP3,"Devon & Columbia Rd, Dorchester, MA",42.3075668730015,-71.0760806650837, BPS Frederick-Pilot-School Outside ,2023/06/12 07:56:15+00,1,BPS,,Outside,Frederick Pilot School,95
-7917899.44707971,5203994.95053004,N_601230550253961252,Roslindale,Q2CK-NLJC-KT9P,ROS-COMMUNITY-AP4,"6 cummins highway, Roslindale, ma",42.2865140418411,-71.1277009143321, BCYF Flaherty-Pool Outside ,2023/06/12 07:56:16+00,1,BCYF,,Outside,Flaherty Pool,96
-7911026.54562431,5208426.65261463,N_601230550253965256,Strand Theatre - Internal,Q2KD-6H83-WZ3E,Strand_Box Office ceiling,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958, Inside ,2023/06/12 07:56:29+00,1,,,Inside,,97
-7911026.54562431,5208426.65261463,N_601230550253965256,Strand Theatre - Internal,Q2KD-DQJU-LYTD,Strand_Stage Left,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958, Inside ,2023/06/12 07:56:29+00,1,,,Inside,,98
-7911026.54562431,5208426.65261463,N_601230550253965256,Strand Theatre - Internal,Q2KD-4MAV-QUR8,Strand_Camera room office right,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958, Inside ,2023/06/12 07:56:29+00,1,,,Inside,,99
-7911026.54562431,5208426.65261463,N_601230550253965256,Strand Theatre - Internal,Q2LD-ENHA-3CRX,Strand_F.O.H,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958, Inside ,2023/06/12 07:56:29+00,1,,,Inside,,100
-7904346.26164797,5218988.75379076,N_601230550253966604,East Boston Senior Center,Q3AB-3PP3-JU4W,EBSC-AP-1,"18 Barnes Avenue, East Boston, MA 02128",42.3860786782013,-71.0059505781137, Inside employee ,2023/06/12 07:56:30+00,1,,,Inside,employee,101
-7904346.26164797,5218988.75379076,N_601230550253966604,East Boston Senior Center,Q3AB-3QKN-ZC2L,EBSC-AP-2,"18 Barnes Avenue, East Boston, MA 02128",42.3860786782013,-71.0059505781137, Inside employee ,2023/06/12 07:56:30+00,1,,,Inside,employee,102
-7904346.26164797,5218988.75379076,N_601230550253966604,East Boston Senior Center,Q3AB-SYXF-PX75,EBSC-AP-3,"18 Barnes Avenue, East Boston, MA 02128",42.3860786782013,-71.0059505781137, Inside employee ,2023/06/12 07:56:30+00,1,,,Inside,employee,103
-7904346.26164797,5218988.75379076,N_601230550253966604,East Boston Senior Center,Q3AB-384Z-M6EA,EBSC-AP-4,"18 Barnes Avenue, East Boston, MA 02128",42.3860786782013,-71.0059505781137, Inside employee ,2023/06/12 07:56:30+00,1,,,Inside,employee,104
-7904346.26164797,5218988.75379076,N_601230550253966604,East Boston Senior Center,Q3AB-4Q4V-8E7P,EBSC-AP-5,"18 Barnes Avenue, East Boston, MA 02128",42.3860786782013,-71.0059505781137, Inside employee ,2023/06/12 07:56:30+00,1,,,Inside,employee,105
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-M9YS-PAT8,,"1 City Hall Square, Boston, MA 02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,106
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-JBPL-DSNV,AP-MR86-CS-23,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,107
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-A943-FE9F,City Hall Pavilion - Interior AP1,"One City Hall Sq, Pavilion Bldg
Boston, MA 02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,108
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-ZDPZ-2LNE,,"1 City Hall Square, Boston, MA 02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,109
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-BFV5-YGNC,City Hall Pavilion - Interior AP2,"One City Hall Sq, Pavilion Bldg
Boston, MA 02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,110
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-2F27-DVJ3,AP-MR86-CS-14,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,111
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-8YNT-BM6Q,AP-MR86-CS-36?,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,112
-7912692.79277099,5207165.74349712,N_579275502070532581,Roxbury,Q2CK-5HAA-H694,ROX-GROVEHALL-AP2,"41 Geneva Ave., Roxbury, MA",42.307582472509,-71.0809287428856, BPL Grove-Hall Outside ,2023/06/12 07:56:14+00,1,BPL,,Outside,Grove Hall,113
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-E75T-LLQX,AP-MR86-CS-37,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,114
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-95XZ-766Y,,,42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,115
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-A793-TEM9,,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,116
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-QMTD-57LD,2nd Floor North Entrance,"1 City Hall Plaza, 
Boston, MA  02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,117
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-R6BQ-D5KN,AP-MR86-CS-27,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,118
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-QYJ5-RXEJ,AP-MR86-CS-10,"1 City Hall Square, Boston, MA 02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,119
-7911206.88338086,5208249.01136844,N_568579452955534204,Dorchester,Q2CK-CRWS-U8UK,DOT-BPL-AP1,"500 Columbia Rd., Dorchester, MA",42.3147786635241,-71.0675805917259, BPL Outside Uphams-Corner-Branch ,2023/06/12 07:56:10+00,1,BPL,,Outside,Uphams Corner Branch,120
-7911206.88338086,5208249.01136844,N_568579452955534204,Dorchester,Q2CK-J2D4-6Y8J,DOT-BPL-AP6,"500 Columbia road, Dorchester, ma",42.3147786635241,-71.0675805917259, BPL Outside Uphams-Corner-Branch ,2023/06/12 07:56:10+00,1,BPL,,Outside,Uphams Corner Branch,121
-7917274.91028733,5199572.72397958,N_568579452955538316,Hyde Park,Q2CK-MJQD-GHYW,HP-BPL-AP1,"35 Harvard Ave., Hyde Park, MA - Roof North",42.2571186525548,-71.1220906048712, BPL Hyde-Park-Branch Outside ,2023/06/12 07:56:12+00,1,BPL,,Outside,Hyde Park Branch,122
-7919012.60875363,5213862.88533179,N_568579452955538703,Alston Brighton,Q2AK-PKLP-V45Q,AB-JACKSON-AP1,"40 Armington St., Allston, MA",42.3520586682847,-71.1377006157859, BPS Jackson-Mann-School Outside ,2023/06/12 07:56:13+00,1,BPS,,Outside,Jackson Mann School,123
-7912222.88106393,5210060.51558676,N_579275502070532581,Roxbury,Q2CK-ZXL4-AYZP,ROX-VINE-AP1,"339 Dudley St, Roxbury",42.3268107188774,-71.0767074541993, recently-added ,2023/06/12 07:56:15+00,1,,,,,124
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-EETG-KYUS,AP-MR86-CS-31,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,125
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-TF7U-TX4P,AP-MR86-IWF-ROOM,"One City Hall Sq, Pavilion Bld, IWF Room,
Boston, MA 02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,126
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-Q4LQ-6HK3,AP-MR86-CS-09,"1 City Hall Square, Boston, MA 02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,127
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-CANN-4NB2,,"1 City Hall Square, Boston, MA 02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,128
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AC-DCVF-HE6K,BCYF-CURLEY-AP7,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259, BCYF Inside UXI employee ,2023/06/12 07:56:32+00,1,BCYF,,Inside,UXI employee,129
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AC-2A4K-G5SA,BCYF-CURLEY-AP8,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259, BCYF Inside UXI employee ,2023/06/12 07:56:32+00,1,BCYF,,Inside,UXI employee,130
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AC-96AP-QJ9X,BCYF-CURLEY-AP3,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259, BCYF Inside UXI employee ,2023/06/12 07:56:32+00,1,BCYF,,Inside,UXI employee,131
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AC-7WRL-ZNXJ,BCYF-CURLEY-AP4,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259, BCYF Inside UXI employee ,2023/06/12 07:56:32+00,1,BCYF,,Inside,UXI employee,132
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AC-KTSG-GXHF,BCYF-CURLEY-AP2,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259, BCYF Inside UXI employee ,2023/06/12 07:56:32+00,1,BCYF,,Inside,UXI employee,133
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AC-DSVP-2T8U,BCYF-CURLEY-AP6,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259, BCYF Inside UXI employee ,2023/06/12 07:56:32+00,1,BCYF,,Inside,UXI employee,134
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AC-QE7Y-PC5R,BCYF-CURLEY-AP5,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259, BCYF Inside UXI employee ,2023/06/12 07:56:32+00,1,BCYF,,Inside,UXI employee,135
,,N_601230550253966945,BCYF-Curley,Q3AK-G3NG-D7KN,CURLEY-MR76-TEST,,,, BCYF Inside UXI employee ,2023/06/12 07:56:32+00,1,BCYF,,Inside,UXI employee,136
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AK-FBJE-35KU,BCYF-CURLEY-AP11_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,,2023/06/12 07:56:32+00,1,,,,,137
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AK-BF9F-PSRG,BCYF-CURLEY-AP9_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,,2023/06/12 07:56:32+00,1,,,,,138
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AK-BEXN-TQN3,BCYF-CURLEY-AP12_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,,2023/06/12 07:56:32+00,1,,,,,139
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AK-FCMY-RRA3,BCYF-CURLEY-AP10_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,,2023/06/12 07:56:32+00,1,,,,,140
,,L_601230550253963850,Mobile WiFi Kit 2,Q2ZY-5UCW-5LFZ,MG41-2,,,,,2023/06/12 07:56:35+00,1,,,,,141
,,L_601230550253963850,Mobile WiFi Kit 2,Q3AK-W3JB-ZWJ4,MR76-2,,,,,2023/06/12 07:56:35+00,1,,,,,142
,,L_601230550253963851,Mobile WiFi Kit 3,Q3AK-Q4UV-A3YH,MR76-3,,,,,2023/06/12 07:56:36+00,1,,,,,143
,,L_601230550253963852,Mobile WiFi Kit 4,Q2ZY-UMFL-3SV4,MG41-4,,,,,2023/06/12 07:56:37+00,1,,,,,144
,,L_601230550253963852,Mobile WiFi Kit 4,Q3AK-VU6H-QY3R,MR76-4,,,,,2023/06/12 07:56:37+00,1,,,,,145
,,L_601230550253963853,Mobile WiFi Kit 5,Q2ZY-CKEJ-LDAC,MG41-5,,,,,2023/06/12 07:56:37+00,1,,,,,146
,,L_601230550253963853,Mobile WiFi Kit 5,Q3AK-VPCA-XAXA,MR76-5,,,,,2023/06/12 07:56:37+00,1,,,,,147
-7911615.9085629,5209958.63518912,N_579275502070532581,Roxbury,Q2CK-HM2N-KPSM,ROX-MASON-AP2,"150 Norfolk Ave., Roxbury, MA",42.3261340878442,-71.071254927452, recently-added ,2023/06/12 07:56:14+00,1,,,,,148
-7912356.6389058,5210582.18137717,N_579275502070532581,Roxbury,Q2CK-ZWAD-LVEM,ROX-ORCHARD-AP1,"906 Albany St., Roxbury, MA",42.330275209131,-71.0779090213365, BPS Orchard-Garden-School Outside ,2023/06/12 07:56:14+00,1,BPS,,Outside,Orchard Garden School,149
-7914566.17244166,5208795.9466497,N_579275502070532581,Roxbury,Q2CK-CX6Z-DWFB,,"1870 Columbus Ave., Roxbury, MA",42.3184116635137,-71.0977575987968, BFD Engine-42 Outside ,2023/06/12 07:56:14+00,1,BFD,,Outside,Engine 42,150
-7912222.88106393,5210060.51558676,N_579275502070532581,Roxbury,Q2CK-MP2Y-FAUQ,ROX-VINE-AP2,"339 Dudley St, Roxbury",42.3268107188774,-71.0767074541993, recently-added ,2023/06/12 07:56:15+00,1,,,,,151
-7913316.02232867,5208591.87886588,N_579275502070532581,Roxbury,Q2CK-DFHP-VUSX,ROX-BLA-AP3,"Humbolt & Townsend St., Roxbury, MA",42.3170561743609,-71.0865273092574, BPS Boston-Latin-Academy Outside ,2023/06/12 07:56:15+00,1,BPS,,Outside,Boston Latin Academy,152
-7913182.0476023,5208488.81695132,N_579275502070532581,Roxbury,Q2CK-FSAF-7UZR,ROX-BLA-AP1,"205 Townsend St., Roxbury, MA - west side of roof",42.316371590204,-71.0853237938136, BPS Boston-Latin-Academy Outside ,2023/06/12 07:56:15+00,1,BPS,,Outside,Boston Latin Academy,153
-7912303.28873202,5210199.43720343,N_579275502070532581,Roxbury,Q2CK-5FW6-RS9C,ROX-VINE-AP5,"Dudley and Adams St., Roxbury, MA",42.3277333446658,-71.0774297685712, BCYF/BPL Outside Vine-St-Comm-Center recently-added ,2023/06/12 07:56:15+00,1,BCYF,BPL,Outside,Vine St Comm Center,154
-7913221.0245258,5210306.24979136,N_579275502070532581,Roxbury,Q2CK-NPJ9-EDSZ,ROX-BPDB2-AP3,"2400 Washington St., Roxbury, MA - Left Side Facing Bartlett St",42.3284427142527,-71.0856739294746, BPD District-B-2 Outside ,2023/06/12 07:56:15+00,1,BPD,,Outside,District B 2,155
-7910560.10607368,5206144.54977923,N_568579452955534204,Dorchester,Q2CK-L5SX-NBNQ,DOT-CLEVELAND-AP1,"11 Charles St, Dorchester",42.3007978891716,-71.0617704923213, recently-added ,2023/06/12 07:56:10+00,1,,,,,156
-7917511.80329518,5199475.67604279,N_568579452955538316,Hyde Park,Q2CK-ZJFC-GBK2,HP-BPDE18-AP1,"1249 Hyde Park Ave., Hyde Park, MA",42.2564734025513,-71.1242186509677, BPD District-E-18 Outside ,2023/06/12 07:56:12+00,1,BPD,,Outside,District E 18,157
-7917162.58315696,5199450.64016957,N_568579452955538316,Hyde Park,Q3AK-D639-ZQ76,HP-BCYF-AP2,"1179 River Street, Hyde Park, MA02136",42.2563069435643,-71.1210815530909,,2023/06/12 07:56:12+00,1,,,,,158
-7912341.08227608,5209015.91251964,N_579275502070532581,Roxbury,Q2CK-6JQN-FZR8,ROX-WINTHROP-AP4,"Waverley & Blue Hill Ave., Roxbury, MA",42.3198727205825,-71.0777692737539, BPS Outside Winthrop-School ,2023/06/12 07:56:14+00,1,BPS,,Outside,Winthrop School,159
-7912857.67341424,5210362.52176549,N_579275502070532581,Roxbury,Q2CK-SDQD-U3MQ,ROX-BFDE14-AP1,"174 Dudley St., Roxbury, MA - Rear Roof Facing Palmer Street",42.3288164275404,-71.0824098909045, BFD Engine-14 Outside ,2023/06/12 07:56:14+00,1,BFD,,Outside,Engine 14,160
-7912130.19870111,5208731.0417138,N_579275502070532581,Roxbury,Q2CK-5S3K-8KFF,ROX-WINTHROP-AP3,"35 Brookford St., Roxbury, MA",42.3179805455354,-71.0758748743683, BPS Outside Winthrop-School ,2023/06/12 07:56:15+00,1,BPS,,Outside,Winthrop School,161
-7913221.0245258,5210306.24979136,N_579275502070532581,Roxbury,Q2CK-NQHH-62DH,ROX-BPDB2-AP2,"2400 Washington St., Roxbury, MA - Left Side Rear Roof Facing Dudley & Washington",42.3284427142527,-71.0856739294746, BPD District-B-2 Outside ,2023/06/12 07:56:15+00,1,BPD,,Outside,District B 2,162
-7914608.80797745,5210874.83016337,N_579275502070532581,Roxbury,Q2CK-SARQ-LX6F,ROX-Tobin-BCYF-AP1,"1481 Tremont St, Roxbury Crossing, MA 02120",42.332218666615,-71.0981406003313, BCYF BCYF-Grant Outdoor Tobin-Comm-Center ,2023/06/12 07:56:15+00,1,BCYF,,,Tobin Comm Center,163
-7912845.81611863,5210316.93276757,N_579275502070532581,Roxbury,Q2CK-SF4S-8JL2,ROX-BFDE14-AP3,On pole across from BFD Engine 14,42.3285136621772,-71.0823033750057, BFD Engine-14 Outside ,2023/06/12 07:56:15+00,1,BFD,,Outside,Engine 14,164
-7912078.0921556,5207387.69729827,N_579275502070532581,Roxbury,Q2CK-74V2-BS4Q,ROX-FREDERICK-AP1,"270 Columbia Rd., Dorchester, MA",42.309056987344,-71.075406793306, BPS Frederick-Pilot-School Outside ,2023/06/12 07:56:15+00,1,BPS,,Outside,Frederick Pilot School,165
-7912096.76216658,5208718.80451134,N_579275502070532581,Roxbury,Q2CK-6B8Q-V8DD,ROX-WINTHROP-AP2,"35 Brookford St., Roxbury, MA",42.3178992620491,-71.0755745088682, BPS Outside Winthrop-School ,2023/06/12 07:56:15+00,1,BPS,,Outside,Winthrop School,166
-7912348.44959097,5208774.26742057,N_579275502070532581,Roxbury,Q2CK-7AFY-YUJ9,ROX-WINTHROP-AP5,"Woodbine and Blue Hill Ave., Roxbury, MA",42.3182676639245,-71.0778354554697, BPS Outside Winthrop-School ,2023/06/12 07:56:15+00,1,BPS,,Outside,Winthrop School,167
-7912772.09617308,5207056.91195012,N_579275502070532581,Roxbury,Q2CK-NFVJ-3N86,ROX-BURKE-AP1,"60 Washington St.
Dorchester, MA 02121",42.3068594547874,-71.0816411374674, BPS Jeremiah-Burke-School Outside ,2023/06/12 07:56:15+00,1,BPS,,Outside,Jeremiah Burke School,168
-7912724.10216974,5207209.02364349,N_579275502070532581,Roxbury,Q2CK-LP79-KBBG,ROX-GROVEHALL-AP1,"41 Geneva Ave, Roxbury",42.30787,-71.08121, recently-added ,2023/06/12 07:56:15+00,1,,,,,169
-7912772.09617308,5207056.91195012,N_579275502070532581,Roxbury,Q2CK-NNVA-2639,ROX-BURKE-AP2,"60 Washington St.
Dorchester, MA 02121",42.3068594547874,-71.0816411374674, BPS Jeremiah-Burke-School Outside ,2023/06/12 07:56:15+00,1,BPS,,Outside,Jeremiah Burke School,170
-7913532.85362677,5208219.3978872,N_579275502070532581,Roxbury,Q2CK-BF8L-TU5P,ROX-TROTTER-AP2,"Humbolt & Waumbeck St., Roxbury, MA",42.3145819509434,-71.088475137949, BPS Outside Trotter-School ,2023/06/12 07:56:15+00,1,BPS,,Outside,Trotter School,171
-7914566.17244166,5208795.9466497,N_579275502070532581,Roxbury,Q2CK-BX25-DLJ2,BFD-E42-AP2,"1870 Columbus Ave., Roxbury, MA",42.3184116635137,-71.0977575987968, BFD Engine-42 Outside recently-added ,2023/06/12 07:56:15+00,1,BFD,,Outside,Engine 42,172
