X,Y,neighborhood_id,neighborhood_name,device_serial,device_connectedto,device_address,device_lat,device_long,device_tags,etl_updatedtimestamp,is_current,org1,org2,inside_outside,landmark,ObjectId
-7917190.86400906,5199598.44308613,N_568579452955538316,Hyde Park,Q2AK-GPHE-YSR2,HP-CENTRAL-AP1,"26 Central Ave., Hyde Park, MA",42.2572896520292,-71.1213356043077, BPHC Hyde-Park Outside ,2023/06/12 07:56:12+00,1,,,Outside,Hyde Park,173
-7917028.89413752,5199273.42372437,N_568579452955538316,Hyde Park,Q2AK-YCNF-9V29,HP-BFD48-AP1,"60 Fairmont Ave., Hyde Park, MA",42.2551286509519,-71.1198806041961, BFD Engine-48 Outside ,2023/06/12 07:56:12+00,1,BFD,,Outside,Engine 48,174
-7917521.57100408,5199367.78998436,N_568579452955538316,Hyde Park,Q2CK-BUXF-V896,HP-BPDE18-AP3,"1276 River St., Hyde Park, MA - Hyde Park Ave & River St",42.2557560845543,-71.1243063957897, BPD District E-18 Outside ,2023/06/12 07:56:12+00,1,BPD,,Outside,E 18,175
-7917274.91028733,5199572.72397958,N_568579452955538316,Hyde Park,Q2CK-53BW-3TB9,HP-BPL-AP2,"35 Harvard Ave., Hyde Park, MA - Roof South",42.2571186525548,-71.1220906048712, BPL Hyde-Park-Branch Outside ,2023/06/12 07:56:12+00,1,BPL,,Outside,Hyde Park Branch,176
-7918256.51388294,5198613.28987428,N_568579452955538316,Hyde Park,Q2CK-TSDP-WCWR,HP-BPDE18-AP4,"Corner of Business & River St, Hyde Park MA",42.2507393,-71.1309085, BPD District E-18 Outside ,2023/06/12 07:56:12+00,1,BPD,,Outside,E 18,177
-7917162.58315696,5199450.64016957,N_568579452955538316,Hyde Park,Q3AK-EQZ5-MHCW,HP-BCYF-AP1,"1179 River Street, Hyde Park, MA02136",42.2563069435643,-71.1210815530909,,2023/06/12 07:56:12+00,1,,,,,178
-7922403.4012907,5213746.74922485,N_568579452955538703,Alston Brighton,Q2AK-HEMW-CKJN,AB-OAKSQUARE-AP1,"425 Faneuil St., Brighton, MA",42.3512876680804,-71.1681606233992, BFD Engine-51 Outside ,2023/06/12 07:56:13+00,1,BFD,,Outside,Engine 51,179
-7919879.78750683,5213415.52069041,N_568579452955538703,Alston Brighton,Q2CK-SA2P-MX2R,AB-BRIGHTON-HIGH-AP3,"25 Warren St, Brighton, MA 02135",42.3490886680621,-71.1454906150665, BCYF-Grant BPS Brighton-High-School Outside ,2023/06/12 07:56:13+00,1,,,Outside,Brighton High School,180
-7919879.78750683,5213415.52069041,N_568579452955538703,Alston Brighton,Q2CK-SRAD-M7DC,AB-BRIGHTON-HIGH-AP1,"25 Warren St, Brighton, MA 02135",42.3490886680621,-71.1454906150665, BCYF-Grant BPS Brighton-High-School Outside ,2023/06/12 07:56:13+00,1,,,Outside,Brighton High School,181
-7918838.05951106,5214129.05470372,N_568579452955538703,Alston Brighton,Q2CK-LVPP-KFQ4,AB-BFDE41-AP1,"460 Cambridge St

Boston, MA 02134",42.3538256682487,-71.1361326132616, recently-added ,2023/06/12 07:56:13+00,1,,,,,182
-7912184.17675392,5207699.96293284,N_579275502070532581,Roxbury,Q2CK-6FWU-5RHA,ROX-MLKSCHOOL-AP1,"77 Lawrence Ave., Roxbury, MA",42.3111314160251,-71.0763597674668, BPS MLK Outside ,2023/06/12 07:56:14+00,1,BPS,,Outside,MLK,183
-7912078.0921556,5207387.69729827,N_579275502070532581,Roxbury,Q2CK-FC84-AQTJ,ROX-FREDERICK-AP2,"270 Columbia Rd., Dorchester, MA",42.309056987344,-71.075406793306, BPS Frederick-Pilot-School Outside ,2023/06/12 07:56:14+00,1,BPS,,Outside,Frederick Pilot School,184
-7912897.72042516,5207333.97353993,N_579275502070532581,Roxbury,Q2CK-649T-2WQZ,ROX-GROVEHALL-AP7,"476 Blue Hill Ave., Roxbury, MA",42.3087000852543,-71.0827696393244, BPL Grove-Hall Outside ,2023/06/12 07:56:14+00,1,BPL,,Outside,Grove Hall,185
-7913221.0245258,5210306.24979136,N_579275502070532581,Roxbury,Q2CK-NU67-LP8V,ROX-BPDB2-AP1,"2400 Washington St., Roxbury, MA - Right Front Side Roof Facing Dudley MBTA",42.3284427142527,-71.0856739294746, BPD District-B-2 Outside ,2023/06/12 07:56:14+00,1,BPD,,Outside,District B 2,186
-7914566.17244166,5208795.9466497,N_579275502070532581,Roxbury,Q2CK-XD4N-QHUN,BFD-E42-AP1,"1870 Columbus Ave., Roxbury, MA",42.3184116635137,-71.0977575987968, BFD Engine-42 Outside recently-added ,2023/06/12 07:56:14+00,1,BFD,,Outside,Engine 42,187
-7912857.67341424,5210362.52176549,N_579275502070532581,Roxbury,Q2CK-MR56-4QY6,ROX-BFDE14-AP2,"174 Dudley St., Roxbury, MA - Front Roof Facing Dudley St",42.3288164275404,-71.0824098909045, BFD Engine-14 Outside ,2023/06/12 07:56:14+00,1,BFD,,Outside,Engine 14,188
-7912178.21444178,5207676.67352578,N_579275502070532581,Roxbury,Q2CK-5W3E-RVCM,ROX-MLKSCHOOL-AP3,"77 Lawrence Ave., Roxbury, MA",42.3109767032681,-71.0763062071055, BPS MLK Outside ,2023/06/12 07:56:14+00,1,BPS,,Outside,MLK,189
-7911615.9085629,5209958.63518912,N_579275502070532581,Roxbury,Q2CK-F2BB-S6RY,ROX-MASON-AP1,"150 Norfolk Ave., Roxbury, MA",42.3261340878442,-71.071254927452, recently-added ,2023/06/12 07:56:14+00,1,,,,,190
-7911905.79471037,5206870.06566328,N_568579452955534204,Dorchester,Q2CK-ERFW-VHQX,DOT-HOLLAND-AP2,"85 Olney St., Dorchester, MA",42.3056181301162,-71.0738590190213, BCYF Holland-Comm-Center Outside ,2023/06/12 07:56:10+00,1,BCYF,,Outside,Holland Comm Center,191
-7911206.88338086,5208249.01136844,N_568579452955534204,Dorchester,Q2CK-CVPA-TEUV,DOT-BPL-AP2,"500 Columbia Rd., Dorchester, MA",42.3147786635241,-71.0675805917259, BPL Outside Uphams-Corner-Branch ,2023/06/12 07:56:10+00,1,BPL,,Outside,Uphams Corner Branch,192
-7911206.88338086,5208249.01136844,N_568579452955534204,Dorchester,Q2CK-U4G7-7P78,DOT-BPL-AP4,"500 Columbia Rd., Dorchester, MA",42.3147786635241,-71.0675805917259, BPL Outside Uphams-Corner-Branch recently-added ,2023/06/12 07:56:10+00,1,BPL,,Outside,Uphams Corner Branch,193
-7912662.29697881,5205506.83478198,N_568579452955534204,Dorchester,Q2CK-HALC-MWBH,DOT-GREENWOOD-AP1,"189 Glenway St., Dorchester, MA",42.2965606820921,-71.0806547945235, BPS Greenwood-School Outside ,2023/06/12 07:56:10+00,1,BPS,,Outside,Greenwood School,194
-7911206.88338086,5208249.01136844,N_568579452955534204,Dorchester,Q2CK-CXHG-U3Q7,DOT-BPL-AP3,"500 Columbia Rd., Dorchester, MA",42.3147786635241,-71.0675805917259, BPL Outside Uphams-Corner-Branch ,2023/06/12 07:56:10+00,1,BPL,,Outside,Uphams Corner Branch,195
-7911344.9198002,5207976.53404644,N_568579452955534204,Dorchester,Q2CK-FQLH-FDJH,DOT-BPL-AP5,"63 Glendale St, Dorchester, MA",42.3129686634185,-71.0688205939785, BPL Outside Uphams-Corner-Branch ,2023/06/12 07:56:10+00,1,BPL,,Outside,Uphams Corner Branch,196
-7911607.07759896,5206605.34951248,N_568579452955534204,Dorchester,Q2CK-N5NK-M8VH,DOT-MATHER-AP2,"1 Meeting House Hill, Dorchester",42.303859430364,-71.0711755975533, recently-added ,2023/06/12 07:56:10+00,1,,,,,197
-7907045.55513843,5210860.08811236,N_568579452955537848,South Boston,Q2CK-LL7D-DRFS,SB-PERRY-AP2,"745 East 7th St., South Boston, MA",42.3321207672545,-71.0301987441018, BPS Outside Perry-School ,2023/06/12 07:56:11+00,1,BPS,,Outside,Perry School,198
-7907045.55513843,5210860.08811236,N_568579452955537848,South Boston,Q2CK-L6R4-HJGB,SB-PERRY-AP1,"745 E 7th St, South Boston, MA 02127",42.3321207672545,-71.0301987441018, recently-added ,2023/06/12 07:56:11+00,1,,,,,199
-7907045.55513843,5210860.08811236,N_568579452955537848,South Boston,Q2CK-NLQZ-E2SP,SB-PERRY-AP3,"745 E 7th St, South Boston, MA 02127",42.3321207672545,-71.0301987441018, BPS Outside Perry-School ,2023/06/12 07:56:11+00,1,BPS,,Outside,Perry School,200
-7908681.04359801,5210972.71024671,N_568579452955537848,South Boston,Q2CK-D4R6-5UWB,SB-HIGHSCHOOL-AP3,"95 G St., South Boston, MA",42.3328686671197,-71.0448905869042, Outside South-Boston-High-School ,2023/06/12 07:56:11+00,1,,,Outside,South Boston High School,201
-7910482.19379852,5218090.54673119,N_568579452955538062,Charlestown,Q2CK-V3LS-5V65,CHL-BCYF-AP2,"240 Medford St, Charlestown, MA 02129",42.3801186758107,-71.0610705944453, BCYF BCYF-Grant Charlestown-Athletic-Building Outside ,2023/06/12 07:56:11+00,1,BCYF,,Outside,Charlestown Athletic Building,202
-7910482.19379852,5218090.54673119,N_568579452955538062,Charlestown,Q2CK-SNTB-WJWA,CHL-HIGHSCHOOL-AP2,"240 Medford St, Charlestown, MA 02129",42.3801186758107,-71.0610705944453, BCYF-Grant BPS Charlestown-High-School Outside ,2023/06/12 07:56:11+00,1,,,Outside,Charlestown High School,203
-7910482.19379852,5218090.54673119,N_568579452955538062,Charlestown,Q2CK-CWUY-RBGW,CHL-HIGHSCHOOL-AP1,"240 Medford St., Charlestown, MA",42.3801186758107,-71.0610705944453, BPS Charlestown-High-School Outside ,2023/06/12 07:56:11+00,1,BPS,,Outside,Charlestown High School,204
-7917084.04134615,5199005.76863077,N_568579452955538316,Hyde Park,Q2AK-MNV6-RH2P,HP-MAPLE-AP1,"Maple St., Hyde Park, MA - between Oak and River St.",42.253349,-71.120376, Hyde-Park Outside ,2023/06/12 07:56:12+00,1,,,Outside,Hyde Park,205
-7917028.89413752,5199273.42372437,N_568579452955538316,Hyde Park,Q2CK-4SHS-VJAG,HP-BFD48-AP2,"60 Fairmont Ave., Hyde Park, MA",42.2551286509519,-71.1198806041961, BFD Engine-48 Outside ,2023/06/12 07:56:12+00,1,BFD,,Outside,Engine 48,206
-7914741.27809876,5208917.44177196,N_579275502070532581,Roxbury,Q2CK-GUWZ-2YNU,ROX-BRAGDON-AP1,"85 Bragdon St., Roxbury MA",42.3192186624804,-71.0993305996779, EOC Outside ,2023/06/12 07:56:14+00,1,,,Outside,EOC,207
-7912099.62872001,5205541.1211244,N_568579452955534204,Dorchester,Q2CK-9ECJ-KEVB,DOT-HOLMES-AP2,"40 School St, Dorchester",42.2967885000962,-71.0756002595557, BPS Holmes-Elementary-School Outside ,2023/06/12 07:56:10+00,1,BPS,,Outside,Holmes Elementary School,208
-7912099.62872001,5205541.1211244,N_568579452955534204,Dorchester,Q2CK-H64X-BT93,DOT-HOLMES-AP1,"40 School St., Dorchester, MA",42.2967885000962,-71.0756002595557, BPS Holmes-Elementary-School Outside ,2023/06/12 07:56:10+00,1,BPS,,Outside,Holmes Elementary School,209
-7911607.53118285,5205990.83337966,N_568579452955534204,Dorchester,Q2CK-649C-9H26,DOT-MARSHALL-AP1,"35 Westville St., Dorchester, MA",42.2997765683813,-71.0711796721667, BPS Marshall-School Outside UP-Academy ,2023/06/12 07:56:10+00,1,BPS,,Outside,Marshall School UP Academy,210
-7912662.29697881,5205506.83478198,N_568579452955534204,Dorchester,Q2CK-HPSU-2K3Q,DOT-GREENWOOD-AP2,"189 Glenway Street, Dorchester, MA",42.2965606820921,-71.0806547945235, BPS Greenwood-School Outside ,2023/06/12 07:56:10+00,1,BPS,,Outside,Greenwood School,211
-7908681.04359801,5210972.71024671,N_568579452955537848,South Boston,Q2CK-LQCX-HR7J,SB-HIGHSCHOOL-AP1,95 G Street,42.3328686671197,-71.0448905869042, recently-added ,2023/06/12 07:56:11+00,1,,,,,212
-7919879.78750683,5213415.52069041,N_568579452955538703,Alston Brighton,Q2CK-SVB3-JPWM,AB-BRIGHTON-HIGH-AP2,"25 Warren St, Brighton, MA 02135",42.3490886680621,-71.1454906150665, BCYF-Grant BPS Brighton-High-School Outside ,2023/06/12 07:56:13+00,1,,,Outside,Brighton High School,213
-7912905.4304883,5207508.75493876,N_579275502070532581,Roxbury,Q2CK-CYFR-SFMF,ROX-GROVEHALL-AP4,"683 Warren St., Roxbury, MA",42.3098612,-71.0828389, BPL Grove-Hall Outside ,2023/06/12 07:56:15+00,1,BPL,,Outside,Grove Hall,214
-7912508.81048186,5210323.61847167,N_579275502070532581,Roxbury,Q2CK-NF7G-GS7K,ROX-BFDE14-AP4,"Dudley St and Mt Pleasant Ave., Roxbury, MA",42.3285580633239,-71.0792760018623, BFD Engine-14 Outside ,2023/06/12 07:56:15+00,1,BFD,,Outside,Engine 14,215
-7908004.05860206,5216720.37125784,N_601230550253961436,East Boston,Q2CK-N6MC-XFPQ,EB-BPDA7-AP3,"69 Paris Street, East Boston",42.3710258637724,-71.0388091272144, recently-added ,2023/06/12 07:56:19+00,1,,,,,216
-7914605.21138883,5210859.71777849,N_601230550253961587,BCYF Tremont,Q2FD-6DML-BCZE,BCYF-CC Lobby,"1483 Tremont St Boston, MA",42.3321183079306,-71.098108291626, BCYF Inside employee ,2023/06/12 07:56:21+00,1,BCYF,,Inside,employee,217
-7913484.52064257,5208319.26894827,N_579275502070532581,Roxbury,Q2CK-H5VS-5UKS,ROX-TROTTER-AP1,"135 Humboldt Ave., Roxbury, MA",42.3152453589757,-71.0880409553647, BPS Outside Trotter-School ,2023/06/12 07:56:15+00,1,BPS,,Outside,Trotter School,218
-7911796.87684114,5209566.34663052,N_579275502070532581,Roxbury,Q2CK-NM86-CUTL,ROX-EMERSON-AP2,"6 SHIRLEY ST
 ROXBURY, MA 02119",42.3235286647916,-71.0728805931549, recently-added ,2023/06/12 07:56:15+00,1,,,,,219
-7910139.01971269,5215081.66926267,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-4FLA-SJCJ,DT-Beer garden 2- higher level of beer garden,One City Hall Sq  Boston MA 02201,42.3601493167228,-71.0579878091812,,2023/06/12 07:56:17+00,1,,,,,220
-7914627.9036316,5210877.63270699,N_601230550253961587,BCYF Tremont,Q2CK-UTKT-YZ7P,BCYF-3rd FL Easter Island,"1483 Tremont St, Boston, MA",42.3322372777957,-71.0983121395111, BCYF Inside employee ,2023/06/12 07:56:21+00,1,BCYF,,Inside,employee,221
-7912997.17250358,5210563.16541154,N_601230550253961809,Bolling,Q2FD-3Q7F-9C4J,BOL-FOYER-AP1,"2300 Washington St., Roxbury 02119",42.3301489235268,-71.0836630325452, Bolling CoB-Employee Inside ,2023/06/12 07:56:22+00,1,,,Inside,CoB Employee,222
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-54N8-9YC9,BCYF-Vine Street-Senior Room 222 AP2,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2023/06/12 07:56:24+00,1,,,,,223
-7908004.05860206,5216720.37125784,N_601230550253961436,East Boston,Q2CK-L58U-SANP,EB-BPDA7-AP2,"69 Paris Street, East Boston",42.3710258637724,-71.0388091272144, recently-added ,2023/06/12 07:56:19+00,1,,,,,224
-7908004.05860206,5216720.37125784,N_601230550253961436,East Boston,Q2CK-ZYHQ-FVKG,EB-BPDA7-AP1,"69 Paris Street, East Boston",42.3710258637724,-71.0388091272144, BPD District-A-7 E-Boston-Main-Street Outside ,2023/06/12 07:56:19+00,1,BPD,,Outside,District A 7 E Boston Main Street,225
-7907934.08964348,5216909.14299728,N_601230550253961436,East Boston,Q2CK-NPNU-ZQAD,EB-10GOVE-AP1,"10 Gove St, Boston, MA 02128, USA",42.3722786763649,-71.0381805853654, E-Boston-Main-Street June2016 Outside Private-residence ,2023/06/12 07:56:19+00,1,,,Outside,E Boston Main Street Private residence,226
-7910482.19379852,5218090.54673119,N_601230550253962329,BCYF Indoor,Q2JD-VTCK-Y2SH,BCYF-Charlestown-AP2,"240 Medford St., Charlestown, MA - Admin office",42.3801186758107,-71.0610705944453, BCYF BCYF-Grant Charlestown Inside ,2023/06/12 07:56:24+00,1,BCYF,,Inside,Charlestown,227
-7912229.84363062,5210048.36168032,N_601230550253962329,BCYF Indoor,Q2LD-6MR4-Y7UM,BCYF-Vine Street-Room 107,"339 Dudley Street. Boston, MA",42.32673,-71.07677,,2023/06/12 07:56:24+00,1,,,,,228
-7916494.62373062,5207354.5853439,N_601230550253962845,Jamaica Plain,Q2CK-SPCX-L9G6,JP-Curtis Hall-BCYF-AP1,"20 South St, Jamaica Plain, MA 02130",42.3088370155248,-71.1150811714723, BCYF BCYF-Grant Curtis-Hall Outside ,2023/06/12 07:56:25+00,1,BCYF,,Outside,Curtis Hall,229
-7916494.62373062,5207354.5853439,N_601230550253962329,BCYF Indoor,Q2JD-XRZM-K84X,BCYF-Curtis-Hall-AP3,"20 South Street, Jamaica Plain, MA - Room 108 supervisor",42.3088370155248,-71.1150811714723, BCYF BCYF-Grant Curtis Inside Jamaica-Plain ,2023/06/12 07:56:24+00,1,BCYF,,Inside,Jamaica Plain,230
-7909613.51514324,5217120.98529075,L_601230550253962688,Navy Yard,Q2EK-R989-H6FG,NavyYard-AP3,Navy yard Cambridge,42.3736845704699,-71.053267121315,,2023/06/12 07:56:27+00,1,,,,,231
-7912918.97793197,5210706.17756294,N_601230550253966449,OPAT,Q3AC-ZNTZ-AXMN,OPAT-AP2,2201 Washington St Roxbury MA 02118,42.3310986653424,-71.0829605987571,,2023/06/12 07:56:29+00,1,,,,,232
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-JXU4-QPQ3,,"1 City Hall Square, Boston, MA 02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,233
,,L_601230550253963849,Mobile WiFi Kit 1,Q2ZY-RF99-YN45,MG41-1,,,,,2023/06/12 07:56:34+00,1,,,,,234
-7911026.54562431,5208426.65261463,N_601230550253965255,Strand Theatre - External,Q2QD-428C-NVTB,Strand_Centered above external set of doors,"543 Columbia Road Boston, MA 02125",42.315958662778,-71.0659605900958, Outside ,2023/06/12 07:56:28+00,1,,,Outside,,235
-7912918.97793197,5210706.17756294,N_601230550253966449,OPAT,Q3AC-GXG6-6WZR,OPAT-AP1,2201 Washington St Roxbury MA 02118,42.3310986653424,-71.0829605987571,,2023/06/12 07:56:29+00,1,,,,,236
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-M6TA-MFWJ,,,42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,237
-7907596.80584202,5210408.59019881,N_601230550253966945,BCYF-Curley,Q3AC-RKPB-2QNG,BCYF-CURLEY-AP1,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259, BCYF Inside UXI employee ,2023/06/12 07:56:32+00,1,BCYF,,Inside,UXI employee,238
,,L_601230550253963849,Mobile WiFi Kit 1,Q3AK-SUL7-7FC4,MR76-1,,,,,2023/06/12 07:56:34+00,1,,,,,239
,,L_601230550253963851,Mobile WiFi Kit 3,Q2ZY-V6UL-X52X,MG41-3,,,,,2023/06/12 07:56:36+00,1,,,,,240
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-2N4M-BWUD,,,42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,241
-7910156.02735669,5215075.54602041,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-WU87-WVGK,3rd Floor Lobby Entrance,"1 City Hall Plaza, 
Boston, MA  02201",42.3601086714318,-71.0581405914467, City-Hall ,2023/06/12 07:56:31+00,1,,,,City Hall,242
-7916707.22966667,5202882.20011551,N_568579452955527921,Parks,Q2AK-U4TT-J95L,PARKS-MTHOPE-AP1,"Mt Hope Cemetery, Hyde Park, MA - Cummings Hwy & Canterbury St",42.2791186669152,-71.1169910430908, Mount-Hope-Cemetery Outside ,2023/06/12 07:56:09+00,1,,,Outside,Mount Hope Cemetery,243
-7913307.48293078,5209515.15517897,N_568579452955527921,Parks,Q2AK-ZBZB-FW8M,PARKS-FRANKLIN-AP1,"1 Circuit Dr., Roxbury, MA",42.3231886637714,-71.086450598541, Franklin-Park Outside ,2023/06/12 07:56:09+00,1,,,Outside,Franklin Park,244
-7913307.48293078,5209515.15517897,N_568579452955527921,Parks,Q2DD-4KWV-JRMB,PARKS-FRANKLIN-AP2,"1 Circuit Dr., Roxbury, MA",42.3231886637714,-71.086450598541, Franklin-Park Outside ,2023/06/12 07:56:09+00,1,,,Outside,Franklin Park,245
-7916761.50238065,5208414.63544093,N_568579452955527921,Parks,Q2CD-6YGF-H7PW,PARKS-JAMAICAPOND-AP3,"507 Jamaicaway, Jamaica Plain, MA - inside boat house",42.3158788382307,-71.1174785831756, Jamaica-Pond Outside ,2023/06/12 07:56:09+00,1,,,Outside,Jamaica Pond,246
-7916761.50238065,5208414.63544093,N_568579452955527921,Parks,Q2CK-7ANU-RF72,PARKS-JAMAICAPOND-AP1,"507 Jamaicaway, Jamaica Plain, MA - boat house",42.3158788382307,-71.1174785831756, Jamaica-Pond Outside ,2023/06/12 07:56:09+00,1,,,Outside,Jamaica Pond,247
-7910789.06630099,5214371.55607318,N_568579452955527921,Parks,Q2CK-N8A5-VD4F,PARKS-COMMONWEST-AP3,"139 Tremont St, Boston, MA 02111",42.3554355018542,-71.0638272770378, recently-added ,2023/06/12 07:56:09+00,1,,,,,248
-7910789.06630099,5214371.55607318,N_568579452955527921,Parks,Q2CK-NK2U-62SL,PARKS-COMMONEAST-AP2,"139 Tremont St, Boston, MA 02111",42.3554355018542,-71.0638272770378, Boston-Common ,2023/06/12 07:56:09+00,1,,,,Boston Common,249
-7910789.06630099,5214371.55607318,N_568579452955527921,Parks,Q2CK-L3KB-8LWG,PARKS-COMMONWEST-AP4,"139 Tremont St, Boston, MA 02111",42.3554355018542,-71.0638272770378, recently-added ,2023/06/12 07:56:09+00,1,,,,,250
-7916761.50238065,5208414.63544093,N_568579452955527921,Parks,Q2CK-7CSR-NUQK,PARKS-JAMAICAPOND-AP2,"507 Jamaicaway, Jamaica Plain, MA - bandstand",42.3158788382307,-71.1174785831756, Jamaica-Pond Outside ,2023/06/12 07:56:09+00,1,,,Outside,Jamaica Pond,251
-7910789.06630099,5214371.55607318,N_568579452955527921,Parks,Q2EK-WDLM-65C6,PARKS-COMMONEAST-AP4 ,"139 Tremont St, Boston, MA 02111",42.3554355018542,-71.0638272770378, Boston-Common ,2023/06/12 07:56:09+00,1,,,,Boston Common,252
-7909161.2597157,5205153.48399183,N_568579452955534204,Dorchester,Q2CK-S8TK-5BFB,DOT-MURPHY-AP1,"1 Worrell St, Dorchester, MA 02122",42.2942127699993,-71.0492044416863, BPS Murphy-School Outside ,2023/06/12 07:56:10+00,1,BPS,,Outside,Murphy School,253
-7911607.53118285,5205990.83337966,N_568579452955534204,Dorchester,Q2CK-CJQV-TSTH,DOT-MARSHALL-AP2,"35 Westville St., Dorchester, MA",42.2997765683813,-71.0711796721667, BPS Marshall-School Outside UP-Academy ,2023/06/12 07:56:10+00,1,BPS,,Outside,Marshall School UP Academy,254
-7909161.2597157,5205153.48399183,N_568579452955534204,Dorchester,Q2CK-FZJ6-67HG,DOT-MURPHY-AP2,"1 worrell st Dorchester, ma",42.2942127699993,-71.0492044416863, BCYF-Grant BPS Murphy-School Outside ,2023/06/12 07:56:10+00,1,,,Outside,Murphy School,255
-7910723.20873405,5208784.59637099,N_568579452955534204,Dorchester,Q2CK-G9M2-VTK4,DOT-BFD21-AP2,"641 Columbia Rd., Dorchester, MA",42.3183362717841,-71.0632356684482, BFD Engine-21 Outside ,2023/06/12 07:56:10+00,1,BFD,,Outside,Engine 21,256
-7910789.06630099,5214371.55607318,N_568579452955527921,Parks,Q2CK-MP93-YDN3,PARKS-COMMONEAST-AP1,"139 Tremont St, Boston, MA 02111",42.3554355018542,-71.0638272770378, Boston-Common ,2023/06/12 07:56:09+00,1,,,,Boston Common,257
-7909614.11230752,5217126.3597693,L_601230550253962688,Navy Yard,Q2EK-HAXQ-8XW4,NavyYard-AP2,Navy yard Cambridge,42.3737202378566,-71.053272485733,,2023/06/12 07:56:27+00,1,,,,,258
-7910476.25588518,5207288.2796015,N_568579452955534204,Dorchester,Q2CK-NJQU-RB55,DOT-MATHER-AP3,"24 Parrish St, Dorchester",42.3083965259321,-71.0610172532622, recently-added ,2023/06/12 07:56:10+00,1,,,,,259
-7912222.88106393,5210060.51558676,N_579275502070532581,Roxbury,Q2CK-NEZE-VRYJ,ROX-VINE-AP3,"339 Dudley St, Roxbury",42.3268107188774,-71.0767074541993, recently-added ,2023/06/12 07:56:15+00,1,,,,,260
